NumMajorMergersLast250Myr,NumMajorMergersLast500Myr,NumMajorMergersLastGyr,NumMajorMergersSinceRedshiftOne,NumMajorMergersSinceRedshiftTwo,NumMajorMergersTotal,NumMergersLast250Myr,NumMergersLast500Myr,NumMergersLastGyr,NumMergersSinceRedshiftOne,NumMergersSinceRedshiftTwo,NumMergersTotal,NumMinorMergersLast250Myr,NumMinorMergersLast500Myr,NumMinorMergersLastGyr,NumMinorMergersSinceRedshiftOne,NumMinorMergersSinceRedshiftTwo,NumMinorMergersTotal,SnapNumLastMajorMerger,SnapNumLastMerger,SnapNumLastMinorMerger,SnapNumNextMajorMerger,SnapNumNextMerger,SnapNumNextMinorMerger,Illustris_ID,P_Late,Sigma_Late,P_S0,Sigma_S0,P_Sab,Sigma_Sab
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,45.0,41.0,-1.0,-1.0,-1.0,57,0.10790038108825684,0.061051227152347565,0.498323529958725,0.06831873953342438,0.10985246300697327,0.053406111896038055
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,18.0,93.0,0.0,0.0,0.0,0.0,1.0,3.0,23.0,55.0,39.0,-1.0,-1.0,-1.0,58,0.1701248586177826,0.047854866832494736,0.510000467300415,0.053133632987737656,0.08256390690803528,0.03107351064682007
0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,7.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,52.0,-1.0,-1.0,-1.0,-1.0,59,0.42583605647087097,0.06151102855801582,0.7665536403656006,0.08840573579072952,0.06709608435630798,0.046149298548698425
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,41.0,9.0,-1.0,-1.0,-1.0,60,0.081886887550354,0.0690055564045906,0.4370604455471039,0.04512963443994522,0.06248697638511658,0.046458691358566284
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,90.0,7.0,-1.0,-1.0,-1.0,61,0.3711701035499573,0.044735923409461975,0.8862495422363281,0.04786742851138115,0.19620075821876526,0.05503811314702034
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,65.0,18.0,-1.0,-1.0,-1.0,62,0.990750789642334,0.012912198901176453,0.6906169652938843,0.07343364506959915,0.6916090846061707,0.10651131719350815
0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,3.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,4.0,77.0,77.0,31.0,-1.0,-1.0,-1.0,63,0.07420527935028076,0.052578605711460114,0.5260937213897705,0.07045040279626846,0.03960824012756348,0.025408634915947914
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,9.0,11.0,0.0,0.0,0.0,2.0,5.0,6.0,55.0,82.0,82.0,-1.0,-1.0,-1.0,64,0.9177718758583069,0.028620921075344086,0.9502710103988647,0.0031106893438845873,0.5330728888511658,0.07938166707754135
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,69.0,18.0,-1.0,-1.0,-1.0,65,0.707598090171814,0.07082439959049225,0.6594775915145874,0.03884029760956764,0.42554423213005066,0.036195434629917145
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,52.0,12.0,-1.0,-1.0,-1.0,66,0.11922228336334229,0.05700848624110222,0.602462649345398,0.04603872448205948,0.06892633438110352,0.036045774817466736
0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,7.0,13.0,44.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,73.0,17.0,-1.0,-1.0,-1.0,67,0.10854431986808777,0.04509126394987106,0.3563413619995117,0.04134027287364006,0.17405059933662415,0.06202501058578491
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,46.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.0,43.0,8.0,-1.0,-1.0,-1.0,68,0.20347723364830017,0.04797506332397461,0.530870795249939,0.05267183110117912,0.10443225502967834,0.05183716118335724
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,9.0,22.0,0.0,0.0,0.0,0.0,1.0,4.0,18.0,87.0,43.0,-1.0,-1.0,-1.0,69,0.7335254549980164,0.05987480655312538,0.9018740057945251,0.012427670881152153,0.3542018234729767,0.050569966435432434
0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,66.0,23.0,-1.0,-1.0,-1.0,70,0.24978771805763245,0.053013719618320465,0.6723761558532715,0.07018255442380905,0.06674498319625854,0.04846884310245514
